Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
OBV67UMNQ,DARK,03 32 21.516,-27 54 21.62,0,2012-03-20 03:51:15,2012-03-20 04:09:35,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,12741,2012-03-20 05:43:01,OBV67UMNQ,,,2.003
OBV67UMOQ,DARK,03 32 21.516,-27 54 21.62,0,2012-03-20 04:10:19,2012-03-20 04:11:19,60.000,STIS  ,F28X50LP,MIRVIS,0.000,12741,2012-03-20 05:43:06,OBV67UMOQ,,,2.003
OBV67UMPQ,DARK,03 32 21.516,-27 54 21.62,0,2012-03-20 04:12:03,2012-03-20 04:13:03,60.000,STIS  ,F28X50LP,MIRVIS,0.000,12741,2012-03-20 05:43:11,OBV67UMPQ,,,2.003
LBX309MQQ,WAVE,03 32 21.516,-27 54 21.62,0,2012-03-20 04:03:03,2012-03-20 04:08:53,350.016,COS   ,WCA,G160M,1600.000,12793,2012-03-20 04:52:04,LBX309MQQ,,,2.003
LBX309MZQ,WAVE,03 32 21.516,-27 54 21.62,0,2012-03-20 04:26:40,2012-03-20 04:32:30,350.016,COS   ,WCA,G160M,1600.000,12793,2012-03-20 05:47:27,LBX309MZQ,,,2.003
LBX309N9Q,WAVE,03 32 21.622,-27 54 21.52,0,2012-03-20 04:57:33,2012-03-20 05:03:23,349.984,COS   ,WCA,G160M,1600.000,12793,2012-03-20 06:20:35,LBX309N9Q,,,2.005
JBEU7K010,ANY,03 32 25.448,-27 50 44.78,86,2010-12-01 11:47:53,2010-12-01 12:29:52,1836.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12061,2010-12-01 18:28:33,JBEU7K010,,47,2.009
JBEV8M010,ANY,03 32 25.441,-27 50 44.45,77,2011-12-29 11:40:04,2011-12-29 12:22:39,1886.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12062,2011-12-29 16:45:26,JBEV8M010,,44,2.012
JCN605010,ANY,03 32 11.984,-27 53 16.39,3,2015-11-01 14:04:34,2015-11-01 19:08:41,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-01 22:23:26,JCN605010,,4,2.016
JCN605020,ANY,03 32 11.984,-27 53 16.39,3,2015-11-01 14:26:06,2015-11-01 19:31:49,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-02 00:01:21,JCN605020,,4,2.016
JCN607010,ANY,03 32 11.984,-27 53 16.39,3,2015-11-02 13:59:58,2015-11-02 19:00:54,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-02 22:07:50,JCN607010,,4,2.016
JCN607020,ANY,03 32 11.984,-27 53 16.39,3,2015-11-02 14:21:30,2015-11-02 19:24:02,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-03 00:12:03,JCN607020,,4,2.016
LBX309NPQ,WAVE,03 32 21.504,-27 54 22.52,0,2012-03-20 06:13:05,2012-03-20 06:18:55,350.016,COS   ,WCA,G160M,1600.000,12793,2012-03-20 07:34:02,LBX309NPQ,,,2.017
LBX309NIQ,WAVE,03 32 21.611,-27 54 22.42,0,2012-03-20 05:56:52,2012-03-20 06:02:42,350.016,COS   ,WCA,G160M,1600.000,12793,2012-03-20 07:31:37,LBX309NIQ,,,2.019
IBHJ10030,GOODS-SOUTH-10,03 32 27.988,-27 51 20.31,208,2012-03-21 02:27:10,2012-03-21 04:24:44,811.736,WFC3  ,IR,F140W,13922.907,12177,2012-03-22 16:45:11,IBHJ10030,,4,2.019
JBET3K011,ANY,03 32 25.444,-27 50 43.36,435,2011-11-29 09:52:59,2011-11-29 10:14:48,1170.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12060,2011-11-29 12:46:41,JBET3K011,,38,2.028
JBET3K041,ANY,03 32 25.471,-27 50 43.44,435,2011-11-29 11:49:57,2011-11-29 12:12:56,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-29 14:35:54,JBET3K041,,16,2.030
JBET3K021,ANY,03 32 25.443,-27 50 42.79,435,2011-11-29 10:17:25,2011-11-29 10:39:04,1160.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12060,2011-11-29 12:48:32,JBET3K021,,38,2.035
JBET3K031,ANY,03 32 25.470,-27 50 42.87,435,2011-11-29 11:24:21,2011-11-29 11:47:20,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-30 17:20:01,JBET3K031,,16,2.037
JBET3K051,ANY,03 32 25.462,-27 50 42.77,435,2011-11-29 12:59:41,2011-11-29 13:22:40,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-29 18:32:25,JBET3K051,,16,2.038
JBET3K061,ANY,03 32 25.461,-27 50 42.19,435,2011-11-29 13:25:17,2011-11-29 13:48:16,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-29 18:34:27,JBET3K061,,16,2.046
IBHJ19030,GOODS-SOUTH-19,03 32 16.485,-27 50 28.81,208,2011-10-16 13:34:55,2011-10-16 15:34:44,811.736,WFC3  ,IR,F140W,13922.907,12177,2011-10-16 19:03:03,IBHJ19030,,4,2.066
JBHJ15010,ANY,03 32 17.504,-27 50 23.91,208,2012-03-21 08:51:41,2012-03-21 12:08:08,480.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12177,2012-03-22 16:58:23,JBHJ15010,,6,2.067
JBHJ15020,ANY,03 32 17.504,-27 50 23.91,208,2012-03-21 08:56:48,2012-03-21 12:27:44,3123.000,ACS   ,WFC,G800L;CLEAR2L,7471.373,12177,2012-03-22 17:02:34,JBHJ15020,,,2.067
N629Z2030,POST-SAA-DARK,03 32 12.930,-27 53 44.12,0,2006-06-29 18:57:51,2006-06-29 19:06:24,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8793,2006-06-30 09:35:28,N629Z2030,,,2.095
JBVVAXUPQ,BIAS,03 32 28.566,-27 51 24.42,0,2012-03-21 01:55:58,2012-03-21 01:55:49,0.000,ACS   ,WFC,F502N;F660N,0.000,12782,2012-03-22 15:44:15,JBVVAXUPQ,,,2.097
OBW53Y010,BIAS,03 32 28.566,-27 51 24.42,0,2012-03-21 01:58:53,2012-03-21 02:11:22,0.000,STIS  ,F28X50LP,MIRVIS,0.000,12743,2012-03-22 15:40:19,,,,2.097
OBW53Y020,BIAS,03 32 28.566,-27 51 24.42,0,2012-03-21 02:15:03,2012-03-21 02:16:31,0.000,STIS  ,F28X50LP,MIRVIS,0.000,12743,2012-03-22 15:46:55,,,,2.097
JBVVAXUQQ,DARK,03 32 28.566,-27 51 24.42,0,2012-03-21 01:58:15,2012-03-21 02:15:36,1040.000,ACS   ,WFC,F502N;F660N,0.000,12782,2012-03-22 15:47:11,JBVVAXUQQ,,,2.097
N629Z1030,POST-SAA-DARK,03 32 13.134,-27 53 47.46,0,2006-06-29 17:15:34,2006-06-29 17:24:07,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8793,2006-06-30 16:57:25,N629Z1030,,,2.098
JBEVGD010,GOODS-SD5,03 32 29.114,-27 51 40.97,77,2011-11-04 22:17:46,2011-11-04 23:01:25,1936.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12062,2011-11-05 02:34:45,JBEVGD010,,50,2.098
JBHJ02010,ANY,03 32 15.913,-27 54 15.46,208,2011-10-18 15:07:51,2011-10-18 17:06:20,480.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12177,2011-10-18 22:11:04,JBHJ02010,,,2.099
JBHJ02020,ANY,03 32 15.913,-27 54 15.46,208,2011-10-18 15:12:58,2011-10-18 17:25:56,3123.000,ACS   ,WFC,G800L;CLEAR2L,7471.372,12177,2011-10-18 22:15:11,JBHJ02020,,,2.099
OBN7J3J5Q,DARK,03 32 20.073,-27 50 16.52,0,2011-03-15 09:26:41,2011-03-15 09:48:21,1300.200,STIS  ,F28X50LP,MIRVIS,0.000,12415,2011-03-15 14:08:22,,,,2.105
J8MT43HFQ,ANY,03 32 10.800,-27 51 57.34,82,2003-11-25 02:34:19,2003-11-25 02:50:04,944.000,ACS   ,HRC,F625W;CLEAR2S,6295.028,9803,2003-11-25 16:27:20,J8MT43HFQ,,,2.112
J8MT43HKQ,ANY,03 32 10.800,-27 51 57.34,82,2003-11-25 02:54:05,2003-11-25 03:09:50,944.000,ACS   ,HRC,F625W;CLEAR2S,6295.028,9803,2003-11-25 16:27:52,J8MT43HKQ,,,2.112
N62B20010,POST-SAA-DARK,03 32 23.145,-27 50 22.21,0,2007-09-25 10:49:04,2007-09-25 10:57:37,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2007-09-26 15:25:51,N62B20010,,,2.115
IBHJ19040,GOODS-SOUTH-19,03 32 15.822,-27 50 29.45,208,2011-10-16 13:38:53,2011-10-16 15:55:22,4711.744,WFC3  ,IR,G141,13886.717,12177,2011-10-16 19:03:27,IBHJ19040,,,2.119
OBNP04JLQ,NONE,03 32 20.131,-27 50 15.54,0,2011-03-15 11:40:24,2011-03-15 12:59:24,4740.000,STIS  ,52X0.1,G140M,1470.000,12417,2011-03-15 14:13:49,OBNP04JLQ,,,2.121
JB6O20020,ANY,03 32 13.336,-27 50 53.13,111,2009-09-29 19:35:46,2009-09-29 20:17:43,2178.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,11359,2009-09-30 03:02:29,JB6O20020,,10,2.123
JB6O19020,ANY,03 32 21.933,-27 50 17.34,111,2009-09-23 19:48:25,2009-09-23 20:30:22,2178.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,11359,2009-09-23 23:47:29,JB6O19020,,12,2.127
J8MT39O9Q,ANY,03 32 10.801,-27 51 52.72,82,2003-11-21 04:05:11,2003-11-21 04:22:36,1044.000,ACS   ,HRC,CLEAR1S;F220W,2255.552,9803,2003-11-21 08:31:56,J8MT39O9Q,,,2.128
J8MT39ODQ,ANY,03 32 10.801,-27 51 52.72,82,2003-11-21 04:26:37,2003-11-21 04:44:02,1044.000,ACS   ,HRC,CLEAR1S;F220W,2255.552,9803,2003-11-21 08:34:50,J8MT39ODQ,,,2.128
JBET3X010,ANY,03 32 18.797,-27 50 16.18,435,2011-03-27 04:58:05,2011-03-27 06:25:55,2196.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12060,2011-03-27 11:05:18,JBET3X010,,47,2.132
JB6O10010,ANY,03 32 14.573,-27 50 37.89,111,2009-10-01 11:37:23,2009-10-01 17:01:49,8802.000,ACS   ,WFC,F658N;CLEAR2L,6583.955,11359,2009-10-01 22:50:35,JB6O10010,,,2.141
JB6O20010,ANY,03 32 14.573,-27 50 37.89,111,2009-09-29 18:05:11,2009-09-29 18:46:29,2139.000,ACS   ,WFC,F658N;CLEAR2L,6583.955,11359,2009-09-30 00:55:03,JB6O20010,,,2.141
J8MT33EIQ,ANY,03 32 10.791,-27 51 48.10,82,2003-11-15 10:27:51,2003-11-15 10:45:16,1044.000,ACS   ,HRC,F555W;CLEAR2S,5355.521,9803,2003-11-15 22:41:21,J8MT33EIQ,,,2.150
J8MT33EMQ,ANY,03 32 10.791,-27 51 48.10,82,2003-11-15 10:49:17,2003-11-15 11:06:42,1044.000,ACS   ,HRC,F555W;CLEAR2S,5355.521,9803,2003-11-17 17:04:55,J8MT33EMQ,,,2.150
N628HF010,POST-SAA-DARK,03 32 28.903,-27 53 19.74,0,2005-03-14 03:47:08,2005-03-14 03:55:41,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8792,2005-03-14 09:20:34,N628HF010,,,2.153
IBEUHD030,GOODS-SDW-VHD,03 32 28.861,-27 51 24.48,86,2011-03-05 10:01:48,2011-03-05 10:19:36,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12061,2011-03-05 21:30:28,IBEUHD030,,24,2.155
IBEUHD020,GOODS-SDW-VHD,03 32 28.850,-27 51 23.89,86,2011-03-05 09:50:43,2011-03-05 10:29:01,1105.868,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-03-05 23:44:52,IBEUHD020,,24,2.157
JBEV9C010,GOODS-SD5,03 32 29.691,-27 51 54.45,77,2011-09-12 19:49:52,2011-09-12 20:33:31,1936.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12062,2011-09-13 01:28:50,JBEV9C010,,50,2.159
IBEUHDS7Q,GOODS-SDW-VHD,03 32 28.885,-27 51 23.90,86,2011-03-05 10:31:02,2011-03-05 10:38:16,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2011-03-05 21:28:02,IBEUHDS7Q,,,2.164
IBHJ10040,GOODS-SOUTH-10,03 32 28.608,-27 51 17.13,208,2012-03-21 02:31:08,2012-03-21 04:45:22,4711.744,WFC3  ,IR,G141,13886.717,12177,2012-03-22 16:45:36,IBHJ10040,,,2.164
JBET3I041,ANY,03 32 15.384,-27 50 29.25,435,2011-11-27 13:32:00,2011-11-27 13:54:59,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-28 13:16:54,JBET3I041,,16,2.167
JBET3I011,ANY,03 32 15.357,-27 50 29.17,435,2011-11-27 11:35:10,2011-11-27 11:56:59,1170.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12060,2011-11-29 14:48:41,JBET3I011,,38,2.171
J8MT27ECQ,ANY,03 32 10.791,-27 51 43.48,82,2003-11-05 15:15:18,2003-11-05 15:32:43,1044.000,ACS   ,HRC,G800L;CLEAR2S,7502.653,9803,2003-11-06 05:05:37,J8MT27ECQ,,,2.172
J8MT27EGQ,ANY,03 32 10.791,-27 51 43.48,82,2003-11-05 15:36:44,2003-11-05 15:54:09,1044.000,ACS   ,HRC,G800L;CLEAR2S,7502.653,9803,2003-11-06 05:08:39,J8MT27EGQ,,,2.172
JBET3I031,ANY,03 32 15.382,-27 50 28.68,435,2011-11-27 13:06:24,2011-11-27 13:29:23,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-29 15:28:20,JBET3I031,,16,2.175
JBET3I051,ANY,03 32 15.375,-27 50 28.58,435,2011-11-27 14:41:43,2011-11-27 15:04:42,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-28 13:19:59,JBET3I051,,16,2.178
JBET3I021,ANY,03 32 15.356,-27 50 28.60,435,2011-11-27 11:59:36,2011-11-27 12:21:15,1160.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12060,2011-11-27 14:34:53,JBET3I021,,38,2.180
IDR901020,GS-MUSE-LYC,03 32 23.800,-27 50 21.10,0,2018-03-16 04:02:44,2018-03-16 06:25:32,5532.000,WFC3  ,UVIS2-C1K1C-CTE,F336W,3354.850,15414,2018-06-16 18:23:15,,,,2.182
JBET3I061,ANY,03 32 15.373,-27 50 28.00,435,2011-11-27 15:07:19,2011-11-27 15:30:18,1240.000,ACS   ,WFC,F606W;CLEAR2L,5921.949,12060,2011-11-28 13:22:18,JBET3I061,,16,2.186
IDR903020,GS-MUSE-LYC,03 32 23.745,-27 50 20.37,0,2018-03-09 08:22:55,2018-03-09 09:09:41,2672.000,WFC3  ,UVIS2-C1K1C-CTE,F336W,3354.850,15414,2018-06-09 17:36:38,,,,2.189
N9X139010,GOODS-SOUTH09,03 32 29.070,-27 53 20.72,30,2007-11-24 18:04:38,2007-11-24 21:58:04,7487.627,NICMOS,NIC3,F160W,16041.600,11082,2007-11-25 03:14:45,N9X139010,,4,2.193
IDR902020,GS-MUSE-LYC,03 32 23.690,-27 50 19.65,0,2018-03-16 07:21:55,2018-03-16 10:53:16,5528.000,WFC3  ,UVIS2-C1K1C-CTE,F336W,3354.850,15414,2018-06-16 20:55:33,,,,2.196
J8E686020,ANY,03 32 16.140,-27 50 22.27,548,2003-02-03 09:17:24,2003-02-03 09:35:35,828.000,ACS   ,HRC,F555W;CLEAR2S,5355.557,9425,2003-02-03 14:01:42,J8E686020,,,2.197
J8E686040,ANY,03 32 16.140,-27 50 22.27,548,2003-02-03 09:40:36,2003-02-03 09:58:47,828.000,ACS   ,HRC,F892N;CLEAR2S,8916.061,9425,2003-02-03 16:17:36,J8E686040,,,2.197
J8E686060,ANY,03 32 16.140,-27 50 22.27,548,2003-02-03 10:49:43,2003-02-03 11:31:06,1696.000,ACS   ,HRC,G800L;CLEAR2S,7502.208,9425,2003-02-03 16:53:03,J8E686060,,,2.197
N62B1Z010,POST-SAA-DARK,03 32 23.177,-27 50 17.17,0,2007-09-25 09:08:26,2007-09-25 09:16:59,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2007-09-26 15:23:44,N62B1Z010,,,2.197
O8JF0L010,BIAS,03 32 21.388,-27 50 11.52,0,2002-09-21 03:55:30,2002-09-21 04:08:01,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9607,2002-09-21 13:16:05,,,,2.205
O8JF0L020,BIAS,03 32 21.388,-27 50 11.52,0,2002-09-21 04:11:44,2002-09-21 04:13:12,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9607,2002-09-21 13:17:37,,,,2.205
J8F5FMPMQ,DARK,03 32 21.388,-27 50 11.52,0,2002-09-21 03:34:10,2002-09-21 03:50:51,1000.000,ACS   ,,F850LP;CLEAR2L,0.000,9558,2002-09-21 14:10:12,J8F5FMPMQ,,,2.205
J8F5FMPNQ,DARK,03 32 21.388,-27 50 11.52,0,2002-09-21 03:34:13,2002-09-21 03:50:08,953.000,ACS   ,,F850LP;CLEAR2L,0.000,9558,2002-09-21 13:57:58,J8F5FMPNQ,,,2.205
O8IH16PIQ,DARK,03 32 21.388,-27 50 11.52,1,2002-09-21 03:21:13,2002-09-21 03:39:33,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9605,2002-09-21 13:10:38,O8IH16PIQ,,,2.205
O8IH16PJQ,DARK,03 32 21.388,-27 50 11.52,1,2002-09-21 03:40:17,2002-09-21 03:41:17,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9605,2002-09-21 13:10:39,O8IH16PJQ,,,2.205
O8IH16PKQ,DARK,03 32 21.388,-27 50 11.52,1,2002-09-21 03:42:01,2002-09-21 03:43:01,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9605,2002-09-21 13:10:40,O8IH16PKQ,,,2.205
U8ITDO01M,GOODS,03 32 21.381,-27 50 11.35,6,2002-09-21 01:11:17,2002-09-21 01:17:57,400.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-09-21 09:55:14,U8ITDO01M,,,2.207
U8ITE701M,GOODS,03 32 21.381,-27 50 11.35,6,2002-09-21 02:45:17,2002-09-21 02:49:37,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-09-21 12:05:12,U8ITE701M,,,2.207
U8GW1P01M,DARK,03 32 21.390,-27 50 11.30,0,2002-09-21 02:01:16,2002-09-21 02:17:56,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9593,2002-09-21 10:27:47,U8GW1P01M,,,2.208
U8ITDO02M,GOODS,03 32 21.390,-27 50 11.30,6,2002-09-21 01:46:17,2002-09-21 01:54:37,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-09-21 10:27:00,U8ITDO02M,,,2.208
U8ITE601M,GOODS,03 32 21.390,-27 50 11.30,6,2002-09-21 01:23:17,2002-09-21 01:29:57,400.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-09-21 09:55:58,U8ITE601M,,,2.208
U8ITE801M,GOODS,03 32 21.395,-27 50 11.16,6,2002-09-21 02:57:17,2002-09-21 03:01:37,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-09-21 12:06:28,U8ITE801M,,,2.211
IBEV1YQNQ,GOODS-SD5-V1Y,03 32 30.015,-27 51 55.12,77,2011-11-04 16:23:09,2011-11-04 16:31:32,502.936,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-11-04 17:58:06,IBEV1YQNQ,,45,2.226
J8TLRWSGQ,DARK,03 32 21.426,-27 50 10.09,0,2004-09-16 04:04:33,2004-09-16 04:21:14,1000.000,ACS   ,WFC,F502N;F660N,0.000,10061,2004-09-16 07:57:25,J8TLRWSGQ,,,2.230
J8TLRWSHQ,DARK,03 32 21.426,-27 50 10.09,0,2004-09-16 04:04:36,2004-09-16 04:20:31,953.000,ACS   ,HRC,F775W;F330W,0.000,10061,2004-09-16 07:56:57,J8TLRWSHQ,,,2.230
IBFUG1040,GEORGE1,03 32 20.090,-27 50 08.77,36,2011-03-15 08:27:35,2011-03-15 11:54:23,6614.682,WFC3  ,IR,G141,13886.717,12099,2011-03-15 14:49:22,IBFUG1040,,,2.234
IBFUG2040,GEORGE1,03 32 20.090,-27 50 08.77,36,2011-03-15 13:12:12,2011-03-15 16:41:58,6614.682,WFC3  ,IR,G141,13886.717,12099,2011-03-16 21:23:36,IBFUG2040,,,2.234
IBEV1YQQQ,GOODS-SD5-V1Y,03 32 30.055,-27 51 55.08,77,2011-11-04 16:33:34,2011-11-04 16:40:48,434.000,WFC3  ,UVIS-CENTER,F350LP,5859.400,12062,2011-11-04 18:02:00,IBEV1YQQQ,,,2.235
IBEV1YQJQ,GOODS-SD5-V1Y,03 32 30.050,-27 51 54.73,77,2011-11-04 16:12:54,2011-11-04 16:22:07,552.937,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-11-04 18:53:35,IBEV1YQJQ,,46,2.235
IBFUG1030,GEORGE1,03 32 20.056,-27 50 08.63,36,2011-03-15 08:07:05,2011-03-15 08:26:33,1105.874,WFC3  ,G141-REF,F160W,15369.176,12099,2011-03-15 11:56:03,IBFUG1030,,4,2.236
IBFUG2030,GEORGE1,03 32 20.056,-27 50 08.63,36,2011-03-15 12:51:18,2011-03-15 13:11:10,1105.874,WFC3  ,G141-REF,F125W,12486.060,12099,2011-03-15 16:12:39,IBFUG2030,,4,2.236
IBEV1YQCQ,GOODS-SD5-V1Y,03 32 30.073,-27 51 55.54,77,2011-11-04 15:54:04,2011-11-04 16:02:27,502.934,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-11-04 17:27:28,IBEV1YQCQ,,39,2.237
IBEV1YQFQ,GOODS-SD5-V1Y,03 32 30.109,-27 51 55.15,77,2011-11-04 16:03:29,2011-11-04 16:11:52,502.934,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-11-04 18:52:33,IBEV1YQFQ,,40,2.246
N92QMEVMQ,ANY,03 32 25.910,-27 54 14.34,29,2005-02-04 02:25:04,2005-02-04 02:31:28,383.978,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 08:59:10,N92QMEVMQ,,,2.252
N92QMEV8Q,ANY,03 32 25.923,-27 54 14.41,29,2005-02-04 01:44:04,2005-02-04 01:49:24,319.981,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 08:57:35,N92QMEV8Q,,,2.254
N92QMEVAQ,ANY,03 32 25.923,-27 54 14.41,29,2005-02-04 01:50:04,2005-02-04 01:56:28,383.978,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 08:57:39,N92QMEVAQ,,,2.254
N92QMEVDQ,ANY,03 32 25.923,-27 54 14.41,29,2005-02-04 01:58:50,2005-02-04 02:05:14,383.978,NICMOS,NIC3,F160W,16041.600,10340,2005-02-04 08:58:08,N92QMEVDQ,,,2.254
N92QMEVJQ,ANY,03 32 25.910,-27 54 14.61,29,2005-02-04 02:16:28,2005-02-04 02:22:52,383.978,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 08:58:45,N92QMEVJQ,,,2.255
N92QMEVGQ,ANY,03 32 25.923,-27 54 14.67,29,2005-02-04 02:07:52,2005-02-04 02:14:16,383.978,NICMOS,NIC3,F160W,16041.600,10340,2005-02-04 08:58:40,N92QMEVGQ,,,2.258
N62B1Y010,POST-SAA-DARK,03 32 23.210,-27 50 12.13,0,2007-09-25 07:26:40,2007-09-25 07:35:13,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2007-09-26 15:20:37,N62B1Y010,,,2.280
N94SP8010,ANY,03 32 29.358,-27 53 26.06,35,2005-02-06 21:31:54,2005-02-06 22:48:55,1727.910,NICMOS,NIC3,F110W,11200.500,10189,2006-02-02 13:20:28,N94SP8010,,4,2.290
J9X160020,ANY,03 32 19.657,-27 50 05.38,30,2007-10-26 05:51:21,2007-10-26 11:16:42,7314.000,ACS   ,SBC,F150LP;N/A;F150LP,1612.229,11082,2007-10-26 12:38:07,J9X160020,,,2.293
JBEV8Z010,GOODS-SD5,03 32 23.320,-27 54 34.35,77,2011-09-12 15:02:24,2011-09-12 15:46:03,1936.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12062,2011-09-12 19:38:57,JBEV8Z010,,50,2.301
JBFUPC010,ANY,03 32 17.105,-27 50 10.32,36,2010-11-21 04:45:30,2010-11-21 06:15:19,2070.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12099,2010-11-21 14:20:33,JBFUPC010,,10,2.309
UA1D2101M,ANY,03 32 27.759,-27 53 58.36,6,2008-07-06 20:39:17,2008-07-06 20:55:57,1000.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-07-06 22:36:16,UA1D2101M,,,2.314
UA1D2103M,ANY,03 32 27.732,-27 53 59.08,6,2008-07-06 22:15:17,2008-07-06 22:33:37,1100.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-07-07 00:36:21,UA1D2103M,,,2.318
UA1D2104M,ANY,03 32 27.814,-27 53 58.73,6,2008-07-06 22:39:17,2008-07-06 22:55:57,1000.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-07-07 00:36:37,UA1D2104M,,,2.327
UA1D2102M,ANY,03 32 27.786,-27 53 59.45,6,2008-07-06 21:02:17,2008-07-06 21:18:57,1000.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-07-07 00:36:16,UA1D2102M,,,2.331
N94SP8EUQ,ANY,03 32 29.673,-27 53 27.31,35,2005-02-06 22:50:22,2005-02-06 23:01:02,639.967,NICMOS,NIC3,F160W,16041.600,10189,2006-02-02 13:19:55,N94SP8EUQ,,,2.361
N62BNQ030,POST-SAA-DARK,03 32 24.360,-27 54 33.12,0,2008-06-25 20:29:21,2008-06-25 20:37:55,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8795,2008-06-26 05:33:53,N62BNQ030,,,2.362
IBFUG3020,GEORGE2,03 32 22.956,-27 50 05.64,36,2011-03-20 04:47:58,2011-03-20 05:09:06,1205.868,WFC3  ,IR,F125W,12486.060,12099,2011-03-20 11:06:51,IBFUG3020,,5,2.368
N62BNS030,POST-SAA-DARK,03 32 23.870,-27 54 36.12,0,2008-06-25 23:47:38,2008-06-25 23:56:12,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8795,2008-06-26 05:39:35,N62BNS030,,,2.368
N62BNU030,POST-SAA-DARK,03 32 23.870,-27 54 36.12,0,2008-06-26 03:00:08,2008-06-26 03:08:42,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8795,2008-06-26 05:46:05,N62BNU030,,,2.368
IBFUG4020,GEORGE2,03 32 22.951,-27 50 05.57,36,2011-03-27 03:03:07,2011-03-27 03:24:15,1205.868,WFC3  ,IR,F125W,12486.060,12099,2011-03-27 09:12:57,IBFUG4020,,5,2.369
IBFUG5020,GEORGE2,03 32 22.949,-27 50 05.51,36,2011-04-05 10:47:29,2011-04-05 11:08:37,1205.868,WFC3  ,IR,F125W,12486.060,12099,2011-04-05 14:34:57,IBFUG5020,,5,2.370
