background_abmag,sun_alt,sun_angle
80.00945348128849,-57.775645999999995,111.730309
80.00945348128849,-57.775645999999995,111.730309
80.00854338432681,-28.751479999999997,111.73400900000001
80.00854338432681,-28.751479999999997,111.73400900000001
79.50672704840369,12.132625,111.73732
79.50672704840369,12.132625,111.73732
79.72654404624859,-5.687666,111.755043
79.72654404624859,-5.687666,111.755043
79.31849142610128,-46.501877,111.758354
79.31849142610128,-46.501877,111.758354
79.35767733546743,-41.886452,111.761925
79.35767733546743,-41.886452,111.761925
79.31994857376188,-5.6769680000000005,111.78395800000001
79.31994857376188,-5.6769680000000005,111.78395800000001
79.32760408379073,-48.35545,111.787415
79.32760408379073,-48.35545,111.787415
80.01601859445627,-13.024229,111.760223
80.01601859445627,-13.024229,111.760223
80.00568858557645,-58.716915,111.763908
80.00568858557645,-58.716915,111.763908
79.73527316680959,-32.979698,111.76721200000001
79.73527316680959,-32.979698,111.76721200000001
79.7238737336133,-5.532175,111.788498
79.7238737336133,-5.532175,111.788498
79.3046227757015,-46.377056,111.791801
79.3046227757015,-46.377056,111.791801
79.32505208585441,-42.077869,111.79536399999999
79.32505208585441,-42.077869,111.79536399999999
79.30860210581159,-5.460424,111.81732199999999
79.30860210581159,-5.460424,111.81732199999999
79.3027372127461,-48.173576000000004,111.82077
79.3027372127461,-48.173576000000004,111.82077
79.99484891622131,-6.5004610000000005,112.7761
79.99484891622131,-6.5004610000000005,112.7761
80.00401349357163,-52.497268999999996,112.779655
80.00401349357163,-52.497268999999996,112.779655
79.74267679323145,-39.565781,112.782852
79.74267679323145,-39.565781,112.782852
79.63538073022926,3.854429,112.786201
79.63538073022926,3.854429,112.786201
79.31657801761946,1.234653,112.80340600000001
79.31657801761946,1.234653,112.80340600000001
79.32002826478721,-43.168713000000004,112.806839
79.32002826478721,-43.168713000000004,112.806839
79.32512396195831,-47.017773,112.81011200000002
79.32512396195831,-47.017773,112.81011200000002
79.23024550969026,-4.250584,112.81343799999999
79.23024550969026,-4.250584,112.81343799999999
79.9971011059264,-12.546818,111.90193899999998
79.9971011059264,-12.546818,111.90193899999998
80.0075800122201,-58.393459,111.905594
80.0075800122201,-58.393459,111.905594
79.73002053564515,-33.503025,111.908882
79.73002053564515,-33.503025,111.908882
79.59861348433974,9.909136,111.91233100000001
79.59861348433974,9.909136,111.91233100000001
79.29052931500784,-5.115321,111.93004599999999
79.29052931500784,-5.115321,111.93004599999999
79.33691797935231,-49.483204,111.933571
79.33691797935231,-49.483204,111.933571
79.29398727404107,-40.681774,111.936943
79.29398727404107,-40.681774,111.936943
79.2095760558311,2.09815,111.94036899999999
79.2095760558311,2.09815,111.94036899999999
80.00640306677072,-12.346153,111.906029
80.00640306677072,-12.346153,111.906029
79.98494573734556,-58.24441899999999,111.909676
79.98494573734556,-58.24441899999999,111.909676
79.73072358808355,-33.720131,111.91295600000001
79.73072358808355,-33.720131,111.91295600000001
79.62115467587184,9.701495,111.916389
79.62115467587184,9.701495,111.916389
79.28948426577001,-4.976516999999999,111.934074
79.28948426577001,-4.976516999999999,111.934074
79.30233693872921,-49.364502,111.937599
79.30233693872921,-49.364502,111.937599
79.2912299828606,-40.838684,111.940964
79.2912299828606,-40.838684,111.940964
79.24162642683952,1.952953,111.944382
79.24162642683952,1.952953,111.944382
79.9941901909245,-12.084636999999999,112.096359
79.9941901909245,-12.084636999999999,112.096359
80.00249896820434,-58.029427,112.099998
80.00249896820434,-58.029427,112.099998
79.13893471528068,-43.675064,90.98481
79.13893471528068,-43.675064,90.98481
78.41554444161525,97.158943,91.002068
78.41554444161525,97.158943,91.002068
78.69035702335007,53.203529,91.006912
78.69035702335007,53.203529,91.006912
79.15142328455985,5.905948,91.011826
79.15142328455985,5.905948,91.011826
79.62309030082591,8.473965,90.975288
79.62309030082591,8.473965,90.975288
79.56763376910608,-37.919098,90.980148
79.56763376910608,-37.919098,90.980148
79.38488952517805,99.061684,90.9655
79.38488952517805,99.061684,90.9655
79.65564099811675,53.375999,90.970627
79.65564099811675,53.375999,90.970627
78.48542170242413,89.712036,90.930099
78.48542170242413,89.712036,90.930099
78.83304876625347,42.099796000000005,90.935127
78.83304876625347,42.099796000000005,90.935127
79.19009823422061,-5.2878169999999995,90.939987
79.19009823422061,-5.2878169999999995,90.939987
79.16905084178002,-49.773342,90.944908
79.16905084178002,-49.773342,90.944908
79.58617455629643,-53.538902,90.910439
79.58617455629643,-53.538902,90.910439
78.7485040057884,85.949287,90.92543
78.7485040057884,85.949287,90.92543
79.86490712118285,24.155092,90.900635
79.86490712118285,24.155092,90.900635
79.88709214405173,-25.557655,90.905777
79.88709214405173,-25.557655,90.905777
78.91426273820225,37.160618,90.862579
78.91426273820225,37.160618,90.862579
79.15505337916535,-11.859992,90.867622
79.15505337916535,-11.859992,90.867622
78.20122431671857,67.038567,90.886665
78.20122431671857,67.038567,90.886665
78.3144701944383,101.68092299999999,90.891586
78.3144701944383,101.68092299999999,90.891586
78.82539879063637,92.042068,90.853027
78.82539879063637,92.042068,90.853027
78.86694546273225,81.57995600000001,90.85791
78.86694546273225,81.57995600000001,90.85791
79.75193808427056,-41.524151,90.834389
79.75193808427056,-41.524151,90.834389
78.88431875541896,48.550907,90.848351
78.88431875541896,48.550907,90.848351
78.97191903471246,-34.274857,91.180161
78.97191903471246,-34.274857,91.180161
78.98208391598165,-42.151646,91.185181
78.98208391598165,-42.151646,91.185181
77.93160536715055,44.001801,91.194283
77.93160536715055,44.001801,91.194283
78.50640477557958,89.067223,91.199188
78.50640477557958,89.067223,91.199188
