"Target Name","RA V1 Axis","Dec V1 Axis","DATE-OBS","EXPTIME","SUN_ALT","SUNANGLE","MDRIZSKY","ORIENTAT","FILTER1","FILTER2","PHOTPLAM","PHOTMODE","PHOTFLAM","PHOTZPT","PHOTBW","Data Start Time","Data End Time"
"ANY","150.1852750552","2.206232817998","2011-12-29 22:03:29","275","2.594968","125.629707","29.47602844238281","-46.6482","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55924.9191","7.7903909e-20","-21.1","672.57202","2011-12-29 22:03:29","2011-12-29 22:08:04"
"ANY","150.1852750552","2.206232817998","2011-12-29 22:03:29","275","2.594968","125.629707","29.47602844238281","-46.219","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55924.9191","7.7903909e-20","-21.1","672.57202","2011-12-29 22:03:29","2011-12-29 22:08:04"
"ANY","150.1852750552","2.206232817998","2011-12-29 22:10:42","707","22.123739","125.635651","83.38778686523438","-46.6482","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55924.9241","7.7903909e-20","-21.1","672.57202","2011-12-29 22:10:42","2011-12-29 22:22:29"
"ANY","150.1852750552","2.206232817998","2011-12-29 22:10:42","707","22.123739","125.635651","83.38778686523438","-46.219","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55924.9241","7.7903909e-20","-21.1","672.57202","2011-12-29 22:10:42","2011-12-29 22:22:29"
"ANY","150.1480173418","2.20175568834","2011-12-14 19:10:14","275","-46.922562","110.528175","31.33329772949219","-54.6478","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55909.7988","7.790191199999999e-20","-21.1","672.57202","2011-12-14 19:10:14","2011-12-14 19:14:49"
"ANY","150.1480173418","2.20175568834","2011-12-14 19:10:14","275","-46.922562","110.528175","31.33329772949219","-54.2184","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55909.7988","7.790191199999999e-20","-21.1","672.57202","2011-12-14 19:10:14","2011-12-14 19:14:49"
"ANY","150.1480173418","2.20175568834","2011-12-14 19:17:27","707","-44.648079","110.534134","80.34671783447266","-54.6478","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55909.8038","7.790191199999999e-20","-21.1","672.57202","2011-12-14 19:17:27","2011-12-14 19:29:14"
"ANY","150.1480173418","2.20175568834","2011-12-14 19:17:27","707","-44.648079","110.534134","80.34671783447266","-54.2184","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55909.8038","7.790191199999999e-20","-21.1","672.57202","2011-12-14 19:17:27","2011-12-14 19:29:14"
"ANY","150.1107935912","2.197247355007","2011-12-14 17:34:26","275","-47.017593","110.493698","31.33441925048828","-54.6478","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55909.7322","7.7901899e-20","-21.1","672.57202","2011-12-14 17:34:26","2011-12-14 17:39:01"
"ANY","150.1107935912","2.197247355007","2011-12-14 17:34:26","275","-47.017593","110.493698","31.33441925048828","-54.2184","F606W","CLEAR2L","5921.9492","ACS WFC1 F606W MJD#55909.7322","7.7901899e-20","-21.1","672.57202","2011-12-14 17:34:26","2011-12-14 17:39:01"
